filename,error_type,inject_at_move,total_moves,original_move,corrupted_move,cascade_length,shift_starts_at
game_019938.pgn,2,10.0,35.0,Nxf3,Mxf3,,
game_019939.pgn,1,31.0,48.0,Bc5,Qh8,,
game_019940.pgn,3,28.0,51.0,a4,,,
game_019941.pgn,1,37.0,62.0,bxc4,Qh8,,
game_019942.pgn,1,14.0,21.0,d4+,Qh8,,
game_019943.pgn,2,13.0,37.0,f6,f7,,
game_019944.pgn,3,18.0,25.0,c3,,,
game_019945.pgn,4,31.0,98.0,Nb8,,66.0,31.0
game_019946.pgn,3,28.0,82.0,Ne4,,,
game_019947.pgn,3,7.0,22.0,Bxe2,,,
game_019948.pgn,2,10.0,60.0,Qd1,Od1,,
game_019949.pgn,3,54.0,62.0,Nc5,,,
game_019950.pgn,4,16.0,78.0,b3,,61.0,16.0
game_019951.pgn,1,16.0,24.0,Qd2,Ka9,,
game_019952.pgn,1,26.0,69.0,f4,Ka9,,
game_019953.pgn,1,16.0,49.0,Bb4,Qh8,,
game_019954.pgn,1,19.0,71.0,d6,Ka9,,
game_019955.pgn,4,28.0,55.0,O-O,,26.0,28.0
game_019956.pgn,4,36.0,47.0,Bxa8,,10.0,36.0
game_019957.pgn,4,31.0,51.0,Nd7,,19.0,31.0
game_019958.pgn,2,12.0,31.0,Bxc3,8xc3,,
game_019959.pgn,2,16.0,71.0,Bb5+,8b5+,,
game_019960.pgn,2,36.0,78.0,Bxc4,8xc4,,
game_019961.pgn,4,17.0,30.0,c5,,12.0,17.0
game_019962.pgn,4,42.0,60.0,Rac1,,17.0,42.0
game_019963.pgn,4,49.0,89.0,Qc2,,39.0,49.0
game_019964.pgn,3,31.0,44.0,c5,,,
game_019965.pgn,4,12.0,47.0,f4,,34.0,12.0
game_019966.pgn,2,26.0,64.0,Qxf4,Oxf4,,
game_019967.pgn,1,52.0,59.0,Bf6+,Nz5,,
game_019968.pgn,2,18.0,36.0,b3,b4,,
game_019969.pgn,2,15.0,82.0,Bd7,8d7,,
game_019970.pgn,4,26.0,44.0,Qc1,,17.0,26.0
game_019971.pgn,1,41.0,66.0,Rad8,Rb9,,
game_019972.pgn,2,3.0,62.0,d5,d6,,
game_019973.pgn,1,78.0,98.0,Kh5,Rb9,,
game_019974.pgn,4,15.0,51.0,Bg7,,35.0,15.0
game_019975.pgn,1,33.0,99.0,h6,Rb9,,
game_019976.pgn,4,22.0,57.0,Nxd4,,34.0,22.0
game_019977.pgn,1,8.0,59.0,Ng5,Bh9,,
game_019978.pgn,1,25.0,80.0,Re8,Qh8,,
game_019979.pgn,2,34.0,83.0,g4,g5,,
game_019980.pgn,4,66.0,86.0,Nf5,,19.0,66.0
game_019981.pgn,4,29.0,51.0,Bxd4,,21.0,29.0
game_019982.pgn,4,15.0,49.0,g4,,33.0,15.0
game_019983.pgn,2,36.0,51.0,Nd2,Md2,,
game_019984.pgn,3,73.0,97.0,Rf2,,,
game_019985.pgn,4,14.0,97.0,Be3,,82.0,14.0
game_019986.pgn,4,3.0,57.0,Bb7,,53.0,3.0
game_019987.pgn,3,18.0,78.0,Kxe2,,,
game_019988.pgn,4,18.0,78.0,dxe3,,59.0,18.0
game_019989.pgn,4,18.0,47.0,Bb2,,28.0,18.0
game_019990.pgn,3,48.0,74.0,Qd1,,,
game_019991.pgn,2,35.0,53.0,Be6,8e6,,
game_019992.pgn,2,7.0,34.0,Nf6,Mf6,,
game_019993.pgn,1,31.0,54.0,g5,Qh8,,
game_019994.pgn,1,9.0,31.0,Bg4,Bh9,,
game_019995.pgn,2,35.0,48.0,Nf6,Mf6,,
game_019996.pgn,3,40.0,57.0,Ne4,,,
game_019997.pgn,1,15.0,74.0,Nd6,Nz5,,
game_019998.pgn,3,34.0,46.0,Kf2,,,
game_019999.pgn,3,5.0,30.0,Nf6,,,
game_020000.pgn,4,46.0,51.0,Rg1,,4.0,46.0
game_020001.pgn,4,21.0,25.0,Qh5,,3.0,21.0
game_020002.pgn,2,27.0,42.0,Bxe5,8xe5,,
game_020003.pgn,2,13.0,62.0,O-O,0-O,,
game_020004.pgn,2,28.0,33.0,Qf5,Of5,,
game_020005.pgn,2,11.0,75.0,Ne4,Me4,,
game_020006.pgn,1,24.0,28.0,Bxc3,Qа9,,
game_020007.pgn,3,29.0,74.0,Qxf5,,,
game_020008.pgn,2,65.0,96.0,bxc4,bxc5,,
game_020009.pgn,1,62.0,76.0,Kg2,Qh8,,
game_020010.pgn,2,67.0,90.0,Rd8,Pd8,,
game_020011.pgn,1,24.0,40.0,Bxd7,Rb9,,
game_020012.pgn,2,58.0,79.0,Qxf7,Oxf7,,
game_020013.pgn,2,28.0,53.0,Ne2,Me2,,
game_020014.pgn,2,25.0,30.0,dxe4,dxe5,,
game_020015.pgn,2,61.0,69.0,Qxg2+,Oxg2+,,
game_020016.pgn,2,22.0,44.0,Nh3,Mh3,,
game_020017.pgn,4,21.0,27.0,e5,,5.0,21.0
game_020018.pgn,1,50.0,72.0,Be3,Ka9,,
game_020019.pgn,4,16.0,43.0,Ke2,,26.0,16.0
game_020020.pgn,1,20.0,24.0,Qc4,Bh9,,
game_020021.pgn,3,45.0,52.0,Qxf3+,,,
game_020022.pgn,4,18.0,40.0,Nc3,,21.0,18.0
game_020023.pgn,4,32.0,41.0,Rf1,,8.0,32.0
game_020024.pgn,1,7.0,65.0,exd4,Qh8,,
game_020025.pgn,3,7.0,76.0,Bg7,,,
game_020026.pgn,3,22.0,44.0,Be2,,,
game_020027.pgn,3,4.0,49.0,d4,,,
game_020028.pgn,3,14.0,37.0,Rc1,,,
game_020029.pgn,3,18.0,86.0,Nc3,,,
game_020030.pgn,4,19.0,48.0,exf5,,28.0,19.0
game_020031.pgn,1,70.0,93.0,Bxb5,Rb9,,
game_020032.pgn,2,16.0,30.0,h4,h5,,
game_020033.pgn,3,65.0,82.0,b6,,,
game_020034.pgn,3,35.0,68.0,Nc5,,,
game_020035.pgn,4,28.0,41.0,Bxh6,,12.0,28.0
game_020036.pgn,2,62.0,71.0,Re1,Pe1,,
game_020037.pgn,3,5.0,75.0,a6,,,
game_020038.pgn,3,4.0,55.0,Nf3,,,
game_020039.pgn,2,6.0,30.0,c4,c5,,
game_020040.pgn,4,18.0,33.0,Rxe7+,,14.0,18.0
game_020041.pgn,4,29.0,60.0,dxc4,,30.0,29.0
game_020042.pgn,3,30.0,68.0,Nxe5,,,
game_020043.pgn,4,47.0,63.0,Rxf8,,15.0,47.0
game_020044.pgn,2,18.0,88.0,Bxf6,8xf6,,
game_020045.pgn,1,41.0,51.0,h5,Qh8,,
game_020046.pgn,2,17.0,56.0,Ba6,8a6,,
game_020047.pgn,1,25.0,88.0,Nc6,Nz5,,
game_020048.pgn,3,5.0,36.0,d5,,,
game_020049.pgn,3,26.0,49.0,Qd3,,,
game_020050.pgn,1,8.0,82.0,Nf3,Nz5,,
game_020051.pgn,1,77.0,85.0,Rae2,Qh8,,
game_020052.pgn,1,29.0,61.0,h5,Qh8,,
game_020053.pgn,3,16.0,49.0,d4,,,
game_020054.pgn,1,80.0,87.0,Rf7,Nz5,,
game_020055.pgn,2,60.0,72.0,Bf3+,8f3+,,
game_020056.pgn,1,6.0,27.0,Bc4,Bh9,,
game_020057.pgn,1,49.0,57.0,Ke7,Qа9,,
game_020058.pgn,4,14.0,46.0,d3,,31.0,14.0
game_020059.pgn,1,3.0,60.0,d5,Qh8,,
game_020060.pgn,4,62.0,73.0,Rg3,,10.0,62.0
game_020061.pgn,3,4.0,63.0,d5,,,
game_020062.pgn,2,3.0,76.0,Nc6,Mc6,,
game_020063.pgn,4,12.0,70.0,Bd2,,57.0,12.0
game_020064.pgn,3,75.0,96.0,f6,,,
game_020065.pgn,1,24.0,71.0,Rad1,Qh8,,
game_020066.pgn,1,26.0,43.0,g6,Qа9,,
game_020067.pgn,3,16.0,32.0,Re1,,,
game_020068.pgn,2,35.0,46.0,Qe4,Oe4,,
game_020069.pgn,2,13.0,21.0,Nxe5,Mxe5,,
game_020070.pgn,1,25.0,40.0,Rb8,Bh9,,
game_020071.pgn,2,15.0,41.0,e6,e7,,
game_020072.pgn,1,61.0,80.0,Qxe3,Qа9,,
game_020073.pgn,3,39.0,59.0,f4,,,
game_020074.pgn,2,28.0,74.0,Rb1,Pb1,,
game_020075.pgn,1,49.0,55.0,Kxg7,Qа9,,
game_020076.pgn,3,33.0,77.0,Qxd3,,,
game_020077.pgn,2,68.0,84.0,Kf1,Xf1,,
game_020078.pgn,2,59.0,86.0,f5,f6,,
game_020079.pgn,4,7.0,33.0,Qf6,,25.0,7.0
game_020080.pgn,1,12.0,31.0,e4,Rb9,,
game_020081.pgn,1,42.0,52.0,Qe6,Qh8,,
game_020082.pgn,2,3.0,43.0,d6,d7,,
game_020083.pgn,2,12.0,55.0,Nxd4,Mxd4,,
game_020084.pgn,3,86.0,100.0,Rxc4,,,
game_020085.pgn,2,4.0,45.0,Nf3,Mf3,,
game_020086.pgn,3,7.0,48.0,Nf6,,,
game_020087.pgn,1,22.0,71.0,Bg5,Rb9,,
game_020088.pgn,3,42.0,80.0,Nh3,,,
game_020089.pgn,1,15.0,35.0,Qg4,Bh9,,
game_020090.pgn,3,63.0,85.0,Nxc3,,,
game_020091.pgn,3,29.0,66.0,O-O,,,
game_020092.pgn,3,56.0,78.0,e5,,,
game_020093.pgn,2,47.0,58.0,Rd2+,Pd2+,,
game_020094.pgn,2,77.0,84.0,g3,g4,,
game_020095.pgn,3,26.0,56.0,Bc2,,,
game_020096.pgn,2,33.0,56.0,Ng3,Mg3,,
game_020097.pgn,3,32.0,48.0,b5,,,
game_020098.pgn,3,19.0,34.0,Qf6,,,
game_020099.pgn,4,67.0,97.0,g6,,29.0,67.0
game_020100.pgn,2,14.0,36.0,Bd2,8d2,,
game_020101.pgn,3,70.0,78.0,Rh5,,,
game_020102.pgn,3,14.0,45.0,Nf3,,,
game_020103.pgn,1,8.0,55.0,Qa4+,Nz5,,
game_020104.pgn,2,14.0,95.0,Qe2,Oe2,,
game_020105.pgn,2,13.0,52.0,h6,h7,,
game_020106.pgn,4,15.0,39.0,d5,,23.0,15.0
game_020107.pgn,2,16.0,36.0,Qc4,Oc4,,
game_020108.pgn,3,84.0,98.0,Rxc7,,,
game_020109.pgn,2,22.0,39.0,Rdg1,Pdg1,,
game_020110.pgn,1,48.0,72.0,Nac5,Qа9,,
game_020111.pgn,1,74.0,86.0,e7+,Ka9,,
game_020112.pgn,3,11.0,23.0,O-O,,,
game_020113.pgn,3,38.0,57.0,Rhd1,,,
game_020114.pgn,1,23.0,58.0,Nf4,Ka9,,
game_020115.pgn,4,44.0,56.0,Re1,,11.0,44.0
game_020116.pgn,1,45.0,100.0,bxa4,Qа9,,
game_020117.pgn,2,5.0,63.0,e6,e7,,
game_020118.pgn,3,27.0,53.0,a6,,,
game_020119.pgn,4,52.0,63.0,Raxc1,,10.0,52.0
game_020120.pgn,4,52.0,76.0,Nd3,,23.0,52.0
game_020121.pgn,4,14.0,58.0,Kh1,,43.0,14.0
game_020122.pgn,1,10.0,70.0,Nh3,Ka9,,
game_020123.pgn,3,48.0,54.0,Qf2,,,
game_020124.pgn,2,3.0,84.0,d5,d6,,
game_020125.pgn,2,5.0,38.0,Nxc6,Mxc6,,
game_020126.pgn,3,48.0,59.0,Qc5+,,,
game_020127.pgn,4,4.0,69.0,Bc4,,64.0,4.0
game_020128.pgn,1,8.0,99.0,Qxf3,Qа9,,
game_020129.pgn,3,23.0,35.0,dxc4,,,
game_020130.pgn,1,15.0,65.0,Nc6,Bh9,,
game_020131.pgn,3,32.0,93.0,Qc2,,,
game_020132.pgn,3,41.0,51.0,Ka8,,,
game_020133.pgn,3,39.0,60.0,Bf5,,,
game_020134.pgn,3,47.0,61.0,Qxc3,,,
game_020135.pgn,1,5.0,24.0,Ne4,Qа9,,
game_020136.pgn,4,7.0,65.0,cxd4,,57.0,7.0
game_020137.pgn,2,52.0,85.0,Rad1+,Pad1+,,
game_020138.pgn,1,24.0,56.0,h4,Bh9,,
game_020139.pgn,1,36.0,42.0,Bg5,Ka9,,
game_020140.pgn,4,7.0,45.0,Nf6,,37.0,7.0
game_020141.pgn,1,14.0,45.0,Bc2,Ka9,,
game_020142.pgn,3,69.0,73.0,Bc7,,,
game_020143.pgn,2,95.0,99.0,Bc5,8c5,,
game_020144.pgn,2,16.0,97.0,exd5,exd6,,
game_020145.pgn,3,40.0,56.0,Kd3,,,
game_020146.pgn,2,16.0,90.0,Bg3,8g3,,
game_020147.pgn,4,64.0,69.0,Rd5+,,4.0,64.0
game_020148.pgn,3,24.0,53.0,O-O,,,
game_020149.pgn,4,5.0,88.0,c5,,82.0,5.0
game_020150.pgn,4,35.0,59.0,Qc8,,23.0,35.0
game_020151.pgn,2,10.0,86.0,d3,d4,,
game_020152.pgn,1,31.0,78.0,c3,Rb9,,
game_020153.pgn,2,8.0,95.0,Nf3,Mf3,,
game_020154.pgn,3,14.0,63.0,Be2,,,
game_020155.pgn,1,45.0,76.0,Rxf4,Bh9,,
game_020156.pgn,3,47.0,67.0,c6,,,
game_020157.pgn,1,62.0,77.0,Nf6+,Bh9,,
game_020158.pgn,3,63.0,93.0,Qe7,,,
game_020159.pgn,1,41.0,72.0,Nxe5,Rb9,,
game_020160.pgn,3,30.0,88.0,Nc3,,,
game_020161.pgn,2,44.0,69.0,Qd6,Od6,,
game_020162.pgn,1,27.0,62.0,Nxd4,Qh8,,
game_020163.pgn,2,22.0,35.0,Qe1,Oe1,,
game_020164.pgn,3,31.0,39.0,Bxe4,,,
game_020165.pgn,2,7.0,56.0,Bd6,8d6,,
game_020166.pgn,4,33.0,37.0,Rb8,,3.0,33.0
game_020167.pgn,4,17.0,78.0,Qd6,,60.0,17.0
game_020168.pgn,1,17.0,22.0,Kb8,Qh8,,
game_020169.pgn,2,23.0,40.0,cxd4,cxd5,,
game_020170.pgn,1,20.0,70.0,Qd1,Qа9,,
game_020171.pgn,1,24.0,54.0,cxb4,Ka9,,
game_020172.pgn,1,35.0,43.0,Qxg2+,Qа9,,
game_020173.pgn,2,55.0,68.0,Ra8,Pa8,,
game_020174.pgn,4,4.0,77.0,d3,,72.0,4.0
game_020175.pgn,2,36.0,72.0,Qxc6,Oxc6,,
game_020176.pgn,4,46.0,66.0,Rb4,,19.0,46.0
game_020177.pgn,4,18.0,67.0,Nxd4,,48.0,18.0
game_020178.pgn,2,60.0,66.0,Kf3,Xf3,,
game_020179.pgn,1,47.0,66.0,Rag8,Nz5,,
game_020180.pgn,2,18.0,36.0,Nf3,Mf3,,
game_020181.pgn,4,47.0,76.0,Rxe4,,28.0,47.0
game_020182.pgn,1,35.0,43.0,Qg4,Qh8,,
game_020183.pgn,3,13.0,53.0,c6,,,
game_020184.pgn,4,37.0,54.0,d4,,16.0,37.0
game_020185.pgn,2,17.0,87.0,Bb7,8b7,,
game_020186.pgn,4,12.0,99.0,g3,,86.0,12.0
game_020187.pgn,4,18.0,46.0,O-O,,27.0,18.0
game_020188.pgn,3,17.0,40.0,c5,,,
game_020189.pgn,3,54.0,75.0,a4,,,
game_020190.pgn,3,50.0,58.0,Bxc2,,,
game_020191.pgn,1,13.0,32.0,d5,Qа9,,
game_020192.pgn,1,9.0,47.0,Nf6,Ka9,,
game_020193.pgn,2,22.0,36.0,Bd2,8d2,,
game_020194.pgn,2,7.0,59.0,Bxd3,8xd3,,
game_020195.pgn,2,52.0,73.0,Rxb6,Pxb6,,
game_020196.pgn,4,6.0,37.0,d3,,30.0,6.0
game_020197.pgn,4,7.0,33.0,exd4,,25.0,7.0
game_020198.pgn,1,41.0,48.0,Bc5,Ka9,,
game_020199.pgn,2,65.0,78.0,Nf4,Mf4,,
game_020200.pgn,1,10.0,20.0,Nc3,Qа9,,
game_020201.pgn,1,3.0,93.0,g6,Qh8,,
game_020202.pgn,4,39.0,50.0,a6,,10.0,39.0
game_020203.pgn,1,56.0,64.0,Bf5,Nz5,,
game_020204.pgn,2,15.0,51.0,Nf6,Mf6,,
game_020205.pgn,4,10.0,45.0,Nbd2,,34.0,10.0
game_020206.pgn,4,65.0,73.0,Nb6,,7.0,65.0
game_020207.pgn,1,7.0,48.0,cxb2,Nz5,,
game_020208.pgn,2,93.0,100.0,Rxh3,Pxh3,,
game_020209.pgn,3,22.0,98.0,Qxg4,,,
game_020210.pgn,4,19.0,65.0,O-O,,45.0,19.0
game_020211.pgn,2,55.0,59.0,Qxh1,Oxh1,,
game_020212.pgn,3,74.0,82.0,Rd7+,,,
game_020213.pgn,3,34.0,96.0,Nc3,,,
game_020214.pgn,3,8.0,86.0,a3,,,
game_020215.pgn,1,33.0,67.0,Qg5,Ka9,,
game_020216.pgn,1,51.0,58.0,a5,Qh8,,
game_020217.pgn,4,46.0,100.0,f4,,53.0,46.0
game_020218.pgn,1,4.0,42.0,f3,Ka9,,
game_020219.pgn,3,43.0,70.0,Rd2+,,,
game_020220.pgn,1,34.0,44.0,Qg4,Nz5,,
game_020221.pgn,4,47.0,65.0,Qxd6,,17.0,47.0
game_020222.pgn,4,21.0,31.0,a6,,9.0,21.0
game_020223.pgn,2,10.0,36.0,Bb5,8b5,,
game_020224.pgn,4,5.0,52.0,d6,,46.0,5.0
game_020225.pgn,2,5.0,38.0,Nf6,Mf6,,
game_020226.pgn,1,39.0,52.0,Ne4,Qа9,,
game_020227.pgn,2,25.0,58.0,c6,c7,,
game_020228.pgn,1,47.0,74.0,Rc8,Ka9,,
game_020229.pgn,3,8.0,36.0,e4,,,
game_020230.pgn,4,33.0,43.0,Qg5,,9.0,33.0
game_020231.pgn,2,36.0,86.0,Be3,8e3,,
game_020232.pgn,4,76.0,86.0,Kb3,,9.0,76.0
game_020233.pgn,3,12.0,39.0,a4,,,
game_020234.pgn,1,57.0,84.0,a4,Ka9,,
game_020235.pgn,2,37.0,93.0,Bc8,8c8,,
game_020236.pgn,2,52.0,57.0,Nf7+,Mf7+,,
game_020237.pgn,4,13.0,62.0,g6,,48.0,13.0
game_020238.pgn,4,31.0,45.0,Rxe1+,,13.0,31.0
game_020239.pgn,4,35.0,43.0,Qa6+,,7.0,35.0
game_020240.pgn,2,32.0,42.0,Rxe5,Pxe5,,
game_020241.pgn,2,19.0,65.0,O-O-O,0-O-O,,
game_020242.pgn,4,52.0,75.0,Bxf6,,22.0,52.0
game_020243.pgn,3,57.0,75.0,Be8,,,
game_020244.pgn,4,56.0,87.0,Ke2,,30.0,56.0
game_020245.pgn,2,16.0,37.0,Qxa8+,Oxa8+,,
game_020246.pgn,2,28.0,55.0,Qa4+,Oa4+,,
game_020247.pgn,2,52.0,63.0,Nxd4,Mxd4,,
game_020248.pgn,3,32.0,64.0,Bxd8,,,
game_020249.pgn,2,33.0,51.0,Qxe5,Oxe5,,
game_020250.pgn,1,10.0,93.0,Bd3,Qh8,,
game_020251.pgn,2,46.0,90.0,Kg2,Xg2,,
game_020252.pgn,1,39.0,89.0,Ngxe5,Qh8,,
game_020253.pgn,2,14.0,20.0,Qa4+,Oa4+,,
game_020254.pgn,2,34.0,54.0,dxc5,dxc6,,
game_020255.pgn,1,80.0,87.0,Rxg5,Nz5,,
game_020256.pgn,2,15.0,56.0,Be6,8e6,,
game_020257.pgn,1,13.0,20.0,g6,Qа9,,
game_020258.pgn,2,9.0,38.0,Nd4,Md4,,
game_020259.pgn,2,59.0,82.0,Rcxc2,Pcxc2,,
game_020260.pgn,4,35.0,69.0,cxd4,,33.0,35.0
game_020261.pgn,1,11.0,38.0,Bxb1,Ka9,,
game_020262.pgn,2,53.0,64.0,Kxe7,Xxe7,,
game_020263.pgn,1,4.0,60.0,Nf3,Qh8,,
game_020264.pgn,4,14.0,51.0,Nxf5,,36.0,14.0
game_020265.pgn,4,92.0,96.0,Kb2,,3.0,92.0
game_020266.pgn,4,46.0,56.0,Nxb5,,9.0,46.0
game_020267.pgn,4,42.0,51.0,Nb4,,8.0,42.0
game_020268.pgn,4,35.0,45.0,Ke7,,9.0,35.0
game_020269.pgn,3,53.0,70.0,Ke7,,,
game_020270.pgn,1,23.0,65.0,fxe4,Qа9,,
game_020271.pgn,4,44.0,92.0,Na2,,47.0,44.0
game_020272.pgn,4,37.0,76.0,Bf6,,38.0,37.0
game_020273.pgn,4,10.0,75.0,Nxe5,,64.0,10.0
game_020274.pgn,3,17.0,29.0,Nxe4,,,
game_020275.pgn,4,22.0,57.0,Bg3,,34.0,22.0
game_020276.pgn,1,6.0,43.0,Nf3,Nz5,,
game_020277.pgn,4,13.0,54.0,b6,,40.0,13.0
game_020278.pgn,2,60.0,77.0,Bd3,8d3,,
game_020279.pgn,4,26.0,75.0,Nf3,,48.0,26.0
game_020280.pgn,3,45.0,52.0,Qxg4,,,
game_020281.pgn,1,29.0,34.0,O-O,Qа9,,
game_020282.pgn,4,30.0,36.0,Bc4,,5.0,30.0
game_020283.pgn,4,10.0,24.0,Nc3,,13.0,10.0
game_020284.pgn,2,24.0,43.0,Nd6,Md6,,
game_020285.pgn,3,18.0,51.0,Be4,,,
game_020286.pgn,1,20.0,71.0,Qc2,Ka9,,
game_020287.pgn,1,33.0,74.0,Nb8,Qа9,,
game_020288.pgn,3,82.0,88.0,Ree7,,,
game_020289.pgn,3,45.0,59.0,Qe4,,,
game_020290.pgn,2,9.0,60.0,Nf6,Mf6,,
game_020291.pgn,1,35.0,50.0,Rxe1+,Nz5,,
game_020292.pgn,1,17.0,55.0,d4,Nz5,,
game_020293.pgn,3,17.0,94.0,O-O,,,
game_020294.pgn,2,12.0,54.0,Qb3,Ob3,,
game_020295.pgn,3,9.0,64.0,Nf6,,,
game_020296.pgn,4,10.0,53.0,Bf1,,42.0,10.0
game_020297.pgn,1,32.0,36.0,dxe6,Qа9,,
game_020298.pgn,1,30.0,94.0,Nb4,Ka9,,
game_020299.pgn,1,35.0,66.0,Qa3,Bh9,,
game_020300.pgn,1,6.0,26.0,Ne2,Bh9,,
game_020301.pgn,1,35.0,88.0,Qd6,Qh8,,
game_020302.pgn,4,31.0,76.0,Nxf3+,,44.0,31.0
game_020303.pgn,2,36.0,61.0,fxg5,fxg6,,
game_020304.pgn,3,12.0,40.0,O-O,,,
game_020305.pgn,1,50.0,79.0,Rxa1,Rb9,,
game_020306.pgn,1,4.0,50.0,Bb2,Bh9,,
game_020307.pgn,2,11.0,79.0,cxd4,cxd5,,
game_020308.pgn,3,23.0,47.0,f5,,,
game_020309.pgn,3,32.0,67.0,Nf1,,,
game_020310.pgn,4,16.0,24.0,Ng5,,7.0,16.0
game_020311.pgn,4,3.0,38.0,Nc6,,34.0,3.0
game_020312.pgn,4,10.0,41.0,exd6,,30.0,10.0
game_020313.pgn,4,20.0,60.0,Rxe4,,39.0,20.0
game_020314.pgn,3,58.0,77.0,Qf3,,,
game_020315.pgn,3,8.0,21.0,Bxf6,,,
game_020316.pgn,2,5.0,61.0,Be7,8e7,,
game_020317.pgn,2,72.0,89.0,Bxf7+,8xf7+,,
game_020318.pgn,1,35.0,42.0,Bxf3,Nz5,,
game_020319.pgn,3,25.0,40.0,Be7,,,
game_020320.pgn,1,25.0,40.0,Bc5,Ka9,,
game_020321.pgn,4,3.0,64.0,Nd7,,60.0,3.0
game_020322.pgn,3,32.0,40.0,Rhe1,,,
game_020323.pgn,3,6.0,87.0,f4,,,
game_020324.pgn,3,20.0,74.0,e3,,,
game_020325.pgn,1,30.0,50.0,Qh5,Ka9,,
game_020326.pgn,3,59.0,63.0,Rxc2,,,
game_020327.pgn,4,19.0,48.0,h6,,28.0,19.0
game_020328.pgn,1,81.0,97.0,Re6+,Rb9,,
game_020329.pgn,3,23.0,48.0,Qd4+,,,
game_020330.pgn,2,26.0,38.0,c5,c6,,
game_020331.pgn,2,6.0,66.0,d3,d4,,
game_020332.pgn,3,15.0,38.0,Nxd2,,,
game_020333.pgn,1,36.0,81.0,Qxf7+,Nz5,,
game_020334.pgn,2,14.0,59.0,Re1,Pe1,,
game_020335.pgn,2,20.0,29.0,Nxa8,Mxa8,,
game_020336.pgn,2,48.0,74.0,Kf1,Xf1,,
game_020337.pgn,3,6.0,80.0,O-O,,,
game_020338.pgn,1,41.0,47.0,fxe5,Qh8,,
game_020339.pgn,3,20.0,70.0,b3,,,
game_020340.pgn,1,34.0,50.0,Rac1,Ka9,,
game_020341.pgn,4,24.0,30.0,Rb1,,5.0,24.0
game_020342.pgn,4,17.0,55.0,c6,,37.0,17.0
game_020343.pgn,2,10.0,69.0,Bd3,8d3,,
game_020344.pgn,1,8.0,44.0,b3,Ka9,,
game_020345.pgn,1,18.0,25.0,c3,Ka9,,
game_020346.pgn,3,8.0,73.0,e3,,,
game_020347.pgn,4,29.0,35.0,Bxc3,,5.0,29.0
game_020348.pgn,4,21.0,29.0,fxe6,,7.0,21.0
game_020349.pgn,2,62.0,81.0,Re5,Pe5,,
game_020350.pgn,2,32.0,64.0,Nc3,Mc3,,
game_020351.pgn,1,11.0,30.0,Nd5,Ka9,,
game_020352.pgn,4,67.0,73.0,Kf8,,5.0,67.0
game_020353.pgn,3,26.0,34.0,Ned2,,,
game_020354.pgn,4,39.0,85.0,Rxb6,,45.0,39.0
game_020355.pgn,1,27.0,53.0,Qb6,Rb9,,
game_020356.pgn,2,31.0,42.0,g5,g6,,
game_020357.pgn,1,23.0,51.0,Bc5,Ka9,,
game_020358.pgn,2,36.0,73.0,Be4,8e4,,
game_020359.pgn,4,25.0,73.0,cxd6,,47.0,25.0
game_020360.pgn,2,7.0,38.0,Bg4,8g4,,
game_020361.pgn,3,20.0,58.0,b3,,,
game_020362.pgn,3,6.0,45.0,e5,,,
game_020363.pgn,4,68.0,97.0,Qb5,,28.0,68.0
game_020364.pgn,3,19.0,25.0,Rd8,,,
game_020365.pgn,4,72.0,92.0,Rxd1,,19.0,72.0
game_020366.pgn,4,7.0,79.0,Nf6,,71.0,7.0
game_020367.pgn,3,16.0,39.0,d6,,,
game_020368.pgn,2,14.0,66.0,h3,h4,,
game_020369.pgn,1,37.0,76.0,Rb4,Ka9,,
game_020370.pgn,3,28.0,42.0,Ng3,,,
game_020371.pgn,4,33.0,43.0,Rxe2,,9.0,33.0
game_020372.pgn,1,27.0,34.0,c6,Ka9,,
game_020373.pgn,3,32.0,80.0,a3,,,
game_020374.pgn,4,35.0,53.0,exd5,,17.0,35.0
game_020375.pgn,1,18.0,40.0,Re1,Qа9,,
game_020376.pgn,2,50.0,72.0,c3,c4,,
game_020377.pgn,1,66.0,79.0,e6,Bh9,,
game_020378.pgn,1,28.0,50.0,Qb3,Ka9,,
game_020379.pgn,1,5.0,71.0,Bc5,Qh8,,
game_020380.pgn,1,34.0,59.0,Bb5,Qа9,,
game_020381.pgn,4,25.0,39.0,Nf6,,13.0,25.0
game_020382.pgn,4,63.0,90.0,Re5,,26.0,63.0
game_020383.pgn,3,58.0,68.0,Ne4,,,
game_020384.pgn,3,20.0,53.0,Qxg4,,,
game_020385.pgn,4,31.0,50.0,Qd7,,18.0,31.0
game_020386.pgn,3,12.0,37.0,d4,,,
game_020387.pgn,4,44.0,98.0,Rfxd1,,53.0,44.0
game_020388.pgn,2,5.0,47.0,Nc6,Mc6,,
game_020389.pgn,1,58.0,71.0,Ke2,Ka9,,
game_020390.pgn,2,36.0,52.0,Qe5+,Oe5+,,
game_020391.pgn,4,40.0,62.0,Qxc1,,21.0,40.0
game_020392.pgn,3,10.0,48.0,Be2,,,
game_020393.pgn,2,7.0,85.0,Nd4,Md4,,
game_020394.pgn,2,23.0,57.0,Na5,Ma5,,
game_020395.pgn,1,16.0,21.0,Bg5,Nz5,,
game_020396.pgn,3,47.0,73.0,cxb4,,,
game_020397.pgn,2,23.0,49.0,Bb7,8b7,,
game_020398.pgn,3,12.0,51.0,Be2,,,
game_020399.pgn,4,36.0,67.0,O-O-O,,30.0,36.0
